4.775002117719173711e+00,4.825002148266554158e+00,4.775002117719173711e+00,4.825002148266554158e+00
4.775002117719173711e+00,4.775002147521496099e+00,4.775002117719173711e+00,4.784092986440963813e+00
4.775002117719173711e+00,4.725002146776438039e+00,4.775002117719173711e+00,4.735745705926464488e+00
4.725002116974115651e+00,4.675002146031379979e+00,4.734092955893583365e+00,4.686046020473298768e+00
4.675002116229057592e+00,4.625002145286321920e+00,4.685745675379084041e+00,4.636100489547889225e+00
4.625002115483999532e+00,4.575002144541263860e+00,4.636045989925918320e+00,4.586110319203322128e+00
4.575002114738941472e+00,4.525002143796205800e+00,4.586100459000508778e+00,4.536112073890556928e+00
4.525002113993883412e+00,4.475002143051147740e+00,4.536110288655941680e+00,4.486112380840578062e+00
4.475002113248825353e+00,4.425002142306089681e+00,4.486112043343176481e+00,4.436112432540656236e+00
4.425002112503767293e+00,4.375002141561031621e+00,4.436112350293197615e+00,4.386112440407073265e+00
4.375002111758709233e+00,4.325002140815973561e+00,4.386112401993275789e+00,4.336112441013173502e+00
4.325002111013651174e+00,4.275002140070915502e+00,4.336112409859692818e+00,4.286112440469421969e+00
4.275002110268593114e+00,4.225002139325857442e+00,4.286112410465793054e+00,4.236112439752718117e+00
4.275002110268593114e+00,4.175002138580799382e+00,4.277021571747632755e+00,4.186112439011426822e+00
4.275002110268593114e+00,4.125002137835741323e+00,4.275368851545428228e+00,4.136112438266838609e+00
4.275002110268593114e+00,4.075002137090683263e+00,4.275068536257301766e+00,4.086112437521835616e+00
4.275002110268593114e+00,4.025002136345625203e+00,4.275014066438123095e+00,4.036112436776784662e+00
4.275002110268593114e+00,3.975002135600567144e+00,4.275004236037686312e+00,3.986112436031726602e+00
4.225002109523535054e+00,3.925002134855509084e+00,4.234093318779810211e+00,3.936112435286668987e+00
4.175002108778476995e+00,3.875002134110451024e+00,4.185745730570232581e+00,3.886112434541610927e+00
4.125002108033418935e+00,3.825002133365392964e+00,4.136045992671930627e+00,3.836112433796552867e+00
4.075002107288360875e+00,3.775002132620334905e+00,4.086100453135046884e+00,3.786112433051494808e+00
4.025002106543302816e+00,3.725002131875276845e+00,4.036110281439321490e+00,3.736112432306436748e+00
3.975002105798244312e+00,3.675002131130218785e+00,3.986112035925249319e+00,3.686112431561378688e+00
3.925002105053186252e+00,3.625002130385160726e+00,3.936112342846915357e+00,3.636112430816320629e+00
3.875002104308128192e+00,3.575002129640102666e+00,3.886112394543227655e+00,3.586112430071262569e+00
3.825002103563070133e+00,3.525002128895044606e+00,3.836112402409173061e+00,3.536112429326204509e+00
3.775002102818012073e+00,3.475002128149986547e+00,3.786112403015219119e+00,3.486112428581146450e+00
3.725002102072954013e+00,3.425002127404928487e+00,3.736112402471461369e+00,3.436112427836088390e+00
3.675002101327895954e+00,3.375002126659870427e+00,3.686112401754757073e+00,3.386112427091030330e+00
3.625002100582837894e+00,3.325002125914812368e+00,3.636112401013464446e+00,3.336112426345972271e+00
3.575002099837779834e+00,3.275002125169754308e+00,3.586112400268876677e+00,3.286112425600914211e+00
3.525002099092721775e+00,3.225002124424696248e+00,3.536112399523874572e+00,3.236112424855856151e+00
3.475002098347663715e+00,3.175002123679638188e+00,3.486112398778822286e+00,3.186112424110798091e+00
3.425002097602605655e+00,3.125002122934580129e+00,3.436112398033765114e+00,3.136112423365740032e+00
3.375002096857547595e+00,3.075002122189522069e+00,3.386112397288707498e+00,3.086112422620681972e+00
3.325002096112489536e+00,3.025002121444464009e+00,3.336112396543649439e+00,3.036112421875623912e+00
3.275002095367431476e+00,2.975002120699405950e+00,3.286112395798591379e+00,2.986112421130565853e+00
3.225002094622373416e+00,2.925002119954347890e+00,3.236112395053533319e+00,2.936112420385507793e+00
3.175002093877315357e+00,2.875002119209289830e+00,3.186112394308475260e+00,2.886112419640449733e+00
3.125002093132257297e+00,2.825002118464231771e+00,3.136112393563417200e+00,2.836112418895391674e+00
3.075002092387199237e+00,2.775002117719173711e+00,3.086112392818359140e+00,2.786112418150333614e+00
3.025002091642141178e+00,2.725002116974115651e+00,3.036112392073301081e+00,2.736112417405275554e+00
2.975002090897083118e+00,2.675002116229057592e+00,2.986112391328243021e+00,2.686112416660217495e+00
2.925002090152025058e+00,2.625002115483999532e+00,2.936112390583184961e+00,2.636112415915159435e+00
2.875002089406966999e+00,2.575002114738941472e+00,2.886112389838126902e+00,2.586112415170101375e+00
2.825002088661908939e+00,2.525002113993883412e+00,2.836112389093068842e+00,2.536112414425043315e+00
2.775002087916850879e+00,2.475002113248825353e+00,2.786112388348010782e+00,2.486112413679985256e+00
2.725002087171792819e+00,2.425002112503767293e+00,2.736112387602952722e+00,2.436112412934927196e+00
2.675002086426734760e+00,2.425002112503767293e+00,2.686112386857894663e+00,2.427021574015459482e+00
2.625002085681676700e+00,2.425002112503767293e+00,2.636112386112836603e+00,2.425368853784899859e+00
2.575002084936618640e+00,2.375002111758709233e+00,2.586112385367778543e+00,2.384159376667418506e+00
2.525002084191560581e+00,2.325002111013651174e+00,2.536112384622720484e+00,2.335757626333271109e+00
2.475002083446502521e+00,2.275002110268593114e+00,2.486112383877662424e+00,2.286048110479611317e+00
2.425002082701444461e+00,2.225002109523535054e+00,2.436112383132604364e+00,2.236100824121910247e+00
2.425002082701444461e+00,2.175002108778476995e+00,2.427021544213136650e+00,2.186110346082265288e+00
2.425002082701444461e+00,2.125002108033418935e+00,2.425368823982577027e+00,2.136112048324362966e+00
2.425002082701444461e+00,2.075002107288360875e+00,2.425068508690686464e+00,2.086112346662911232e+00
2.425002082701444461e+00,2.025002106543302816e+00,2.425014038871037503e+00,2.036112397011828890e+00
2.425002082701444461e+00,1.975002105798244756e+00,2.425004208470543876e+00,1.986112404676938725e+00
2.425002082701444461e+00,1.925002105053186696e+00,2.425002453038252792e+00,1.936112405254685642e+00
2.425002082701444461e+00,1.875002104308128636e+00,2.425002145343173154e+00,1.886112404707168233e+00
2.425002082701444461e+00,1.825002103563070577e+00,2.425002092898037365e+00,1.836112403989994091e+00
2.425002082701444461e+00,1.775002102818012517e+00,2.425002084286564052e+00,1.786112403248646174e+00
2.425002082701444461e+00,1.725002102072954457e+00,2.425002082935403980e+00,1.736112402504052410e+00
2.425002082701444461e+00,1.675002101327896398e+00,2.425002082734097897e+00,1.686112401759048973e+00
2.425002082701444461e+00,1.625002100582838338e+00,2.425002082705743245e+00,1.636112401013997797e+00
2.425002082701444461e+00,1.575002099837780278e+00,2.425002082701977368e+00,1.586112400268939959e+00
2.425002082701444461e+00,1.525002099092722219e+00,2.425002082701506634e+00,1.536112399523881900e+00
2.425002082701444461e+00,1.475002098347664159e+00,2.425002082701452455e+00,1.486112398778823840e+00
2.425002082701444461e+00,1.425002097602606099e+00,2.425002082701444461e+00,1.436112398033765780e+00
2.375002081956386402e+00,1.375002096857548040e+00,2.384092920875853672e+00,1.386112397288707720e+00
2.375002081956386402e+00,1.325002096112489980e+00,2.376654802186946025e+00,1.336112396543649661e+00
2.375002081956386402e+00,1.275002095367431920e+00,2.375302397248278297e+00,1.286112395798591601e+00
2.375002081956386402e+00,1.225002094622373860e+00,2.375056551776034919e+00,1.236112395053533541e+00
2.375002081956386402e+00,1.175002093877315801e+00,2.375011912356879584e+00,1.186112394308475482e+00
2.375002081956386402e+00,1.125002093132257741e+00,2.375003837388677486e+00,1.136112393563417422e+00
2.375002081956386402e+00,1.075002092387199681e+00,2.375002389651466039e+00,1.086112392818359362e+00
2.375002081956386402e+00,1.025002091642141622e+00,2.375002134401521747e+00,1.036112392073301303e+00
2.375002081956386402e+00,9.750020908970835620e-01,2.375002090567860602e+00,9.861123913282432429e-01
2.375002081956386402e+00,9.250020901520255023e-01,2.375002083307546030e+00,9.361123905831851832e-01
2.375002081956386402e+00,8.750020894069674426e-01,2.375002082157692485e+00,8.861123898381271236e-01
2.425002082701444461e+00,8.250020886619093829e-01,2.415911243810332287e+00,8.361123890930690639e-01
2.425002082701444461e+00,7.750020879168513233e-01,2.423349362474650714e+00,7.861123883480110042e-01
2.475002083446502521e+00,7.250020871717932636e-01,2.465610929235614535e+00,7.361123876029529445e-01
2.475002083446502521e+00,6.750020864267352039e-01,2.473294893396349448e+00,6.861123868578948848e-01
2.525002084191560581e+00,6.250020856816771442e-01,2.515601099579714894e+00,6.361123861128368251e-01
2.525002084191560581e+00,5.750020849366190845e-01,2.523293138709061356e+00,5.861123853677787654e-01
2.525002084191560581e+00,5.250020841915610248e-01,2.524691630804096310e+00,5.361123846227207057e-01
2.575002084936618640e+00,4.750020834465029651e-01,2.565854968320075091e+00,4.861123838776627015e-01
2.575002084936618640e+00,4.250020827014449054e-01,2.573339217999011996e+00,4.361123831326046418e-01
2.625002085681676700e+00,3.750020819563868457e-01,2.615609122241731033e+00,3.861123823875465821e-01
2.625002085681676700e+00,3.250020812113287860e-01,2.623294579123608639e+00,3.361123816424885224e-01
2.675002086426734760e+00,2.750020804662707263e-01,2.665601047990233230e+00,2.861123808974304628e-01
2.675002086426734760e+00,2.250020797212126666e-01,2.673293132127689375e+00,2.361123801523723753e-01
2.725002087171792819e+00,1.750020789761546069e-01,2.715600793484876707e+00,1.861123794073142879e-01
2.725002087171792819e+00,1.250020782310965473e-01,2.723293089039029891e+00,1.361123786622562282e-01
2.775002087916850879e+00,7.500207748603848756e-02,2.765600786969613978e+00,8.611237791719818235e-02
2.775002087916850879e+00,2.500207674098042787e-02,2.775002087916850879e+00,2.500207674098042787e-02
